p_id;p_ident;p_number;p_projet;Type_publication;p_titre;p_type_com;p_speaker_invite;p_nom_conference;p_date_debut_conference;p_date_fin_conference;p_ville_conference;p_pays_conference;p_lien_conference;p_nom_journal;p_publication_journal;p_volume_journal;p_pages_journal;p_annee_publication;p_doi;p_url_bdd;p_date_soumission;p_date_notification;p_date_soumission_finale;p_nom_responsable;p_liste_auteurs;p_affiliation;p_directeur_stage;p_date_debut_stage;p_date_fin_stage;p_award;p_date_soutenance_these;p_composition_jury_these;p_etablissement_delivrant_these;p_directeur_these;p_date_debut_these;p_date_fin_these;p_nom_meeting;p_date_meeting;p_auteur;p_avec_abstract;Statut;p_actif
792;E034-16;16;E034;Communication;Unveiling Internal Partial Discharges in Wiring and Cable Systems with Novel Testing Method;;;2024 IEEE International Conference on Dielectrics (ICD);30/06/2024;04/07/2024;Toulouse;France;https://ieee-icd.org/;;;;;;;;;;;;Youcef KEMARI, Guillaume BELIJAR, Cédric ABADIE;IRT Saint Exupéry;;;;non;;;;;;;;;1274;0;Réalisé;1
795;A023-12;12;A023;Thèse;Soutenance de thèse;;;;;;;;;;;;;;;;;;;;Vincent Schenk;IRT;;;;;;;;Philippe Olivier;02/11/2020;01/12/2023;;;897;0;Réalisé;1
797;M021-1;1;M021;Communication;Carbon fiber-reinforced vitrimer composites for aerospace applications;;;COMET 2023;14/06/2023;14/12/2023;Toulouse;France;;;;;;;;;;;;;Vincent Schenck;IRT, SOFTMAT;;;;;;;;;;;;;897;0;Réalisé;1
798;M021-2;2;M021;Communication;Pitch projet EVERGREEN;;;4R Composites;07/03/2023;07/03/2023;Bordeaux;France;https://r4-composites.com/;;;;;;;;;;;;Karine LABASTIE;IRT;;;;;;;;;;;;;897;0;Réalisé;1
799;M021-3;3;M021;Communication;Vitrimer composites: the next generation of sustainable materials for aerospace applications;;;salon du Bourget 2023;21/06/2023;21/06/2023;Paris Villepinte;France;;;;;;;;;;;;;Mathias Destarac;IRT;;;;;;;;;;;;;897;0;Réalisé;1
800;M021-4;4;M021;Communication;Webinaire « Composites Vitrimères* ;;;WEBINAIRE Ad'occ : Les matériaux vitrimères: un concept adapté aux composites;22/06/2021;22/06/2021;toulouse;France;;;;;;;;;;;;;Mathias Derstarac, Patricia Sandré;IRT, IRT;;;;;;;;;;;;;897;0;Réalisé;1
801;A093-1;1;A093;Communication;Carbon fiber-reinforced vitrimer  composites for space application;;;COMET 2023;14/06/2023;14/06/2023;Toulouse;France;;;;;;;;;;;;;Joséphine De Calbiac;CNES;;;;;;;;;;;;;897;0;Réalisé;1
802;M021-5;5;M021;Communication;Les composites vitrimères  vers des procédés industriels;;;P&C 2023;12/09/2023;14/09/2023;Toulouse;France;https://pc2023.sciencesconf.org/;;;;;;;;;;;;Karine Labastie;IRT;;;;;;;;;;;;;897;0;Réalisé;1
803;M006-1;1;M006;Communication;Matériaux Composites Innovants pour Hautes Températures;;;"Journée Technique : "" Phthalonitriles : Composites Haute Température""";09/02/2023;09/02/2023;Toulouse;France;;;;;;;;;;;;;Patricia Sandré, Agathe Bouvet Marchand;IRT, Specific Polymers;;;;oui;;;;;;;;;897;0;Réalisé;1
806;M027-3;3;M027;Communication;AGING MECHANISMS OF CERAMIC MATRIX COMPOSITES;;;ECCM21;02/07/2024;05/07/2024;Nantes;France;https://eccm21.org/;;;;;;;;21/12/2023;;30/06/2024;;Guillaume German1,2, Émilie Perret1 Francis Rebillat,2 Aurélien Debelle3 Xavier Bourbon 3 Jérôme Roger ;1 : IRT SE, 2 : LCTS, 3 : ANDRA;;;;non;;;;;;;;;1200;0;Réalisé;1
807;M027-4;4;M027;Communication;A new sandwich solution combining CMC and ceramics for the liner of radioactive waste disposal cells;;;ECCM21;02/07/2024;05/07/2024;Nantes;France;https://eccm21.org/;;;;;;;;21/12/2023;;;;S. Miot1*, E. Perret1, M. Box1, Aurélien Debelle2,  Frédéric Bumbieler2;1 : IRT SE, 2 : ANDRA;;;;;;;;;;;;;1200;0;Réalisé;1
808;M015-10;10;M015;Communication;Surface modification and precursor plasma deposition to improve adhesion;;;EUROPEAN CONFERENCE ON HEAT TREATMENT AND SURFACE ENGINEERING - ECHT 2024 AND A3TS 50TH CONGRESS;05/06/2024;07/06/2024;Toulouse;France;https://echt2024.a3ts.org/fr/;;;;;;;;16/02/2024;25/02/2024;;;C. Faure1, S. Kirchner1, J. Lecomte1, L. Ferres1, C. Debras1,2, M. Péron1,3, N. Cuvillier1,4, T. Balutch5;1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 3ArianeGroup, Les cinq chemins Rue du Touban, 33185 Le Haillan, France.  4 Safran Composites, 33 Avenue ;;;;;;;;;;;;;381;1;Réalisé;1
809;M015-11;11;M015;Communication;Towards a reliable laser process for surface preparation before bonding;;;EUROPEAN CONFERENCE ON HEAT TREATMENT AND SURFACE ENGINEERING - ECHT 2024 AND A3TS 50TH CONGRESS;05/06/2024;07/06/2024;Toulouse;France;https://echt2024.a3ts.org/fr/;;;;;;;;16/02/2024;25/02/2024;;;F. Crestey1, S. Kirchner1, J. Lecomte1, L. Ferres1, A. Fernandez2, C. Debras1,3, M. Péron1,4, N. Cuvillier1,5, T. Balutch6;1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2Airbus, P.º John Lennon, 28906 Getafe, Madrid, Spain. 3 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 4ArianeGroup, Les cinq chemins Rue du Touban, 331;;;;;;;;;;;;;381;1;Réalisé;1
810;S023-1;1;S023;Poster;Détection précoce d’anomalies embarquée pour la protection de l’environnement marin;;;FUTURE INTELLIGENCE ;07/11/2023;07/11/2023;Toulouse;France;https://futureintelligence.tech/edition-7-nov-2023/;;;;;;;;;;;;A. Girard, M. Aubrun, T. Goudemant, I. Grenet, M. Bellizzi, Y. Bobichon, B. Francesconi, M. Benguigui, W. Othmani.;IRT Saint Exupéry, MyDataModels, ActiveEon;;;;non;;;;;;;;;948;0;Réalisé;1
811;S023-2;2;S023;Article journal;Onboard Anomaly Detection for Marine Environmental Protection;;;;;;;;;Journal of Selected Topics in Applied Earth Observations and Remote Sensing;31/03/2024;17;7918 - 7931;2024;10.1109/JSTARS.2024.3382394;;;;;;T. Goudemant, B. Francesconi, M. Aubrun, E. Kervennic, I. Grenet, Y. Bobichon, M. Bellizzi;Institut de Recherche Technologique Saint Exupery, Thales Alenia Space, MyDataModels;;;;;;;;;;;;;948;0;Réalisé;1
813;M012-2;2;M012;Communication;Devising of an integrated Hot Isostatic Pressing (HIP) heat treatment for additive manufactured nickel based ?/?’ alloys : relevant parameters and material characteristics;;;A3TS;05/06/2024;07/06/2024;Toulouse;France;https://echt2024.a3ts.org/fr/;;;;;;;;02/02/2024;09/02/2024;16/02/2024;;Auger J-M., Hughes J., Prillieux A., Perusin S., Ravaioli M.;Auger J-M., Hughes J., Prillieux A., Perusin S., Ravaioli M.;;;;;;;;;;;;;275;1;Réalisé;1
814;M070-1;1;M070;Article journal;Article FREEzING 2 – site internet IRT;;;;;;;;;Site internet et rapport d'activités IRT;04/03/2024;Site internet IRT;;2024;;;;;;;Ambre Cayron, Julien Garcia;;;;;;;;;;;;;;669;0;Réalisé;1
815;S013-2;2;S013;Communication;Salon CES;;;CES 2023;04/01/2023;08/01/2023;Las Vegas;Etats-Unis;;;;;;;;;;;;;;;;;;;;;;;;;;;900;0;Réalisé;1
821;S016-4;4;S016;Communication;A robust approach merging deep learning and unscented Kalman for vision based space rendez-vous;;;IAC 2024;14/10/2024;18/10/2024;Milano;Italie;https://www.iafastro.org/events/iac/international-astronautical-congress-2024/;;;;;;;;28/02/2024;19/04/2024;20/09/2024;;Thomas Chambon, Fabien Gallet;IRT Saint-Exupery pour tous;;;;;;;;;;;;;1453;1;Réalisé;1
823;E025-3;3;E025;Communication;Elaboration of life models by kinetic of thermal decomposition of polymeric materials: difference between isoconversional and modulated approach;;;JCAT 2024;03/06/2024;06/06/2024;Clermont-Ferrand;France;https://jcat54.sciencesconf.org/;;;;;;;;29/02/2024;;;;Victor HENRI, Eric DANTRAS, Pierre HENRARD;IRT St Ex, CIRIMAT, IRT St EX;;;;;;;;;;;;;1461;1;Réalisé;1
824;E025-4;4;E025;Communication;Investigation of the Partial Discharge Inception and Flashover with IEC-based CTI Electrodes at Varying Pressures for Aerospace Applications;;;ICHVE;18/08/2024;23/08/2024;Berlin;Allemagne;https://ichve2024.org/;;;;;;;;15/02/2024;;;;Somya ANAND, Mohammed El Amine SLAMA, Pierre HENRARD, Alain PHILIPPE  ;Mad Souriau ,IRT St Ex, Mad Safarn, Souriau;;;;;;;;;;;;;1461;1;Réalisé;1
825;S016-5;5;S016;Communication;Exploring AI-based satellite pose estimation: from novel synthetic dataset to in-depth performance evaluation;;;AI4Space;17/06/2024;18/06/2024;Seattle;US;https://aiforspace.github.io/2024/;;;;;;;;01/03/2024;27/03/2024;27/03/2024;;Fabien Gallet, Christophe Marabotto, Thomas Chambon;IRT (MAD Thales Alenia Space), IRT, IRT (MAD Thales Alenia Space);;;;;;;;;;;;;1453;0;Réalisé;1
826;M015-12;12;M015;Communication;Towards a reliable laser process for surface preparation before bonding;;;SURFAIR;24/09/2024;26/09/2024;Biarritz;France;https://www.surfaircongress.com/;;;;;;;;29/02/2024;01/03/2024;;;F. Crestey1, S. Kirchner1, J. Lecomte1, L. Ferres1, A. Fernandez2, C. Debras1,3, M. Péron1,4, N. Cuvillier1,5, T. Balutch6;1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2Airbus, P.º John Lennon, 28906 Getafe, Madrid, Spain. 3 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 4ArianeGroup, Les cinq chemins Rue du Touban, 331;;;;;;;;;;;;;381;1;Réalisé;1
831;S038-45;45;S038;Communication;On Reducing Activity with Distillation and Regularization for Energy Efficient Spiking Neural Networks;;;International Joint Conference on Neural Networks (IJCNN 2024);30/06/2024;05/07/2024;Yokohama;Japon;https://2024.ieeewcci.org/;;;;;;;;;;;;Thomas Louis, Alain Pegatoquet, Benoit Miramond, Adrien Girard;IRT Saint Exupéry, Université Côte d'Azur;;;;;;;;;;;;;829;0;Refusé;1
835;S033-1;1;S033;Communication;Xplique A Deep Learning Explainability Toolbox;;;Atelier EXPLAIN'AI 3ème édition - Hébergé à la conférence EGC 2024;23/01/2024;23/01/2024;Dijon;France;https://sites.google.com/view/explainai-2024/accueil?authuser=0;;;;;;;;30/11/2023;15/12/2023;;;Thomas Fel1,3,4* Lucas Hervier2* Antonin Poche2 David Vigouroux2 Justin Plakoo2 Remi Cadene3 Mathieu Chalvidal1,3 Julien Colin1,3 Thibaut Boissin1,2 Louis Bethune1 Agustin Picard1,2 Fr´ederic Boisnard1,5 Claire Nicodeme4 Laurent Gardes4 Gregory Flandin1,2;1Artificial and Natural Intelligence Toulouse Institute, Universit´e de Toulouse, France 2 Institut de Recherche Technologique Saint-Exupery, France 3Carney Institute for Brain Science, Brown University, USA 4 Innovation & Research Division, SNCF , 5 Rena;;;;non;;;;;;;;;617;1;Réalisé;1
838;E009-3;3;E009;Communication;Double Source Test Platform for GaN HEMT Aging;;;JCGE Conférence des Jeunes Chercheurs en Génie Electrique;18/06/2024;21/06/2024;Le Croisic ;France;https://seeds-jcge24.sciencesconf.org/;;;;;;;;05/03/2024;15/04/2024;01/06/2024;;Ababacar DIOUF 1, 2, Valeria RUSTICHELLI 2, Loris PACE 1, Emmanuel MARCAULT 4, Hervè MOREL 1;1 INSA Lyon, Université Claude Bernard Lyon 1, Ecole Centrale de Lyon, CNRS, Ampère, UMR5005, 69621 Villeurbanne, France 2 IRT Saint-Exupery, 3 Rue Tarfaya, 31400 Toulouse, France   4 CEA Tech Occitanie 51 Rue de l’Innovation, Labege, 31670 Toulouse, Fran;;;;;;;;;;;;;821;0;Réalisé;1
839;E025-5;5;E025;Communication;Isothermal aging temperature for polyamide: contribution of thermal analysis models and TGA experiments;;;JCAT 2024;03/05/2024;06/06/2024;Clermont-Ferrand;France;https://jcat54.sciencesconf.org/;;;;;;;;01/03/2024;;;;Julien Chedaille, V Henri, P Henrard, E Dantras;IRT,IRT, IRT Mad Safran, UPS CIRIMAT;;;;;;;;;;;;;1461;0;Réalisé;1
842;E009-4;4;E009;Article journal;New methodology for optimal preconditioning of GaN HEMT devices;;;;;;;;;IEEE Transactions on Instrumentation and Measurement;;;;;;;;;;;Maroun ALAM, Valeria RUSTICHELLI, Christophe BANC, Jean-François PIEPRZYK, Olivier PERROTIN, Romain CECCARELLI, David TRÉMOUILLES, Mohamed MATMAT, Fabio COCCETTI;;;;;;;;;;;;;;821;0;Réalisé;1
843;E009-5;5;E009;Communication;Dependence between the drain current saturation and short-circuit robustness of p-GaN HEMTs;;;ESREF 2024 - Reliability of  Electron Devices, Failure Physics and Analysis;23/09/2024;26/09/2024;Parma;ITALIE;https://www.esref2024.org/;;;;;;;;08/03/2024;15/05/2024;05/06/2024;;M.L. Dedew (a,c)*, S. Lefebvre (a), T.A. Nguyen (a), T.L Le (b), V. Rustichelli (c), J. Oliveira (c), M. Alam (c), F. Coccetti (c),;"(a) SATIE, Cnam, CNRS, ENS Paris-Saclay, 4, avenue des sciences 91190, Gif-Sur-Yvette, France 	(b) SAFRAN TECH, 1, rue des jeunes bois Châteaufort, 78772, Magny-les-Hameaux, France 	(c) IRT Saint-Exupéry, 3 rue Tarfaya, B612, 31400, Toulouse, France";;;;;;;;;;;;;831;0;Réalisé;1
847;E009-6;6;E009;Communication;RADECS 2023;;;RADECS 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;821;0;Réalisé;1
848;E009-7;7;E009;Communication;Effet de la résistance de grille sur la robustesse de transistors GaN en régime de court-circuit;;;JCGE 2024;18/06/2024;21/06/2024;Croisic;France;;;;;;;;;;;;;Mohamed Lemine DEDEW,;SATIE, CNAM, ENS Paris-Saclay, CNRS, Université Paris-Saclay, IRT SAINT-EXUPERY ;;;;;;;;;;;;;831;0;Réalisé;1
851;E025-6;6;E025;Communication;Vieillissement thermique accéléré du PFA : conséquences sur  la structure physique et les propriétés diélectriques;;;2eme journée GDR Reepos au 2ème congrès MATELEC;11/06/2024;13/06/2024;Lyon;FranceCE;https://gdr-reepos.cnrs.fr/2-eme-congres-national-matelec-reunion-annuelle-du-gdr-reepos/;;;;;;;;05/04/2024;;;;Victor HENRI , Pierre HENRARD  , Eric DANTRAS ;IRT Saint Exupéry,,IRT Saint Exupéry,,CIRIMAT;;;;;;;;;;;;;1461;1;Réalisé;1
852;S087-17;17;S087;Article journal;Locally convergent bi-level MDO architectures based on the block coordinate descent algorithm;;;;;;;;;Journal of Optimization Theory and Applications;22/04/2024;;;;;;;;;;Yann David, Aude Rondepierre, François Gallard;IRT, INSA, IRT;;;;;;;;;;;;;74;0;Réalisé;1
859;U006-7;7;U006;Communication;Evaluation of 5G Train Neutral Host Architecture for Future 5G Railway Communications;;;IEEE 99th Vehicular Technology Conference: VTC2024-Spring;24/06/2024;27/06/2024;Singapore;Singapore;https://events.vtsociety.org/vtc2024-spring/;;;;;;;;;;;;Ali El Amine, Jad Nasredine, Martin Trullenque Ortiz, Luca Petrucci, Philippe Veyssiere, Nuria Trujillo Quijada, Francisco Vasquez-Gallego and Daniel Camps-Mur;;;;;oui;;;;;;;;;989;0;Réalisé;1
860;U014-1;1;U014;Communication;Development of a sol-gel based coating for aluminium fire protection;;;European Conference on Heat Treatment and Surface Engineering 2024 ;05/06/2024;07/06/2024;Toulouse;France;https://echt2024.a3ts.org/page/accueil/;;;;;;;;19/01/2024;29/02/2024;;;Julien Garcia, Marie Busquet;IRT Saint Exupéry;;;;;;;;;;;;;669;1;Réalisé;1
861;U014-2;2;U014;Communication;Coating for fire protection application;;;SURFAIR 2024;24/09/2024;26/09/2024;Biarritz;France;https://www.surfaircongress.com/;;;;;;;;14/02/2024;26/02/2024;;;Marie Busquet, Julien Garcia;IRT Saint Exupéry;;;;;;;;;;;;;669;1;Réalisé;1
862;S038-46;46;S038;Communication;On Reducing Activity with Distillation and Regularization for Energy Efficient Spiking Neural Networks;;;International Conference on Artificial Neural Networks (ICANN 2024);17/09/2024;20/09/2024;Lugano;Suisse;https://e-nns.org/icann2024/;;;;;;;;;;;;Thomas Louis, Alain Pegatoquet, Benoit Miramond, Adrien Girard;IRT Saint Exupéry, Université Côte d'Azur;;;;non;;;;;;;;;829;0;Réalisé;1
863;S023-4;4;S023;Poster;Détection précoce d’anomalies embarquée pour la protection de l’environnement marin;;;COMET CNES UTIAS²;04/04/2024;05/04/2024;Toulouse;France;https://www.comet-cnes.fr/evenements/forum-utias2-2024;;;;;;;;;;;;A. Girard, M. Aubrun, T. Goudemant, I. Grenet, M. Bellizzi, Y. Bobichon, B. Francesconi, M. Benguigui, W. Othmani.;IRT Saint Exupéry, MyDataModels, ActiveEon;;;;;;;;;;;;;948;0;Réalisé;1
866;A064-4;4;A064;Communication;Precise 3D modelling of SiC dies temperature oscillations for lifetime prediction of power modules used in DC/AC power converters ;;;Therminic 2024;;;;;;;;;;;;;;;;;A. Marie, B. Cougo, L. Renaudie, T. Kaounodji Koladoum and J.P. Fradin;;;;;;;;;;;;;;46;0;Réalisé;1
867;A026-8;8;A026;Article journal;High Temperature Corrosion of Alloy 625 Fabricated by Laser Metal Deposition - Powder;;;;;;;;;High Temperature Corrosion of Materials;31/07/2024;;;;;;;;;;Agathe Curnis, Ioana Popa, Aurélien Prillieux, Jean-Michel Brossard, Sebastien Chevalier;IRT Saint Exupéry, ICB UMR 6303 CNRS Univ. Bourgogne Franche-Comté, Veolia Recherche et Innovation;;;;;;;;;;;;;804;1;Annulé;1
871;M007-1;1;M007;Communication;INFLUENCE OF THE PREPREG MORPHOLOGY ON THE PROPERTIES OF OOA CONSOLIDATED COMPOSITES;;;ECCM21 – 21st European Conference on Composite Materials;02/07/2024;05/07/2024;Nantes;France;https://eccm21.org/;;;;;;;;22/12/2023;15/03/2024;15/05/2024;;Karine LABASTIE / Laurent PUECH / Gregory ERB;;;;;;;;;;;;;;365;1;Réalisé;1
872;S018-3;3;S018;Poster;The APISS Project: Standardisation of Fibre Bragg Grating Sensors for Aerospace Applications;;;Concours Laboratoire Hubert Curien - UJM ;30/04/2024;31/05/2024;Lyon (TBC);France;Université de Lyon (TBC);;;;;;;;;;;;James Hainsworth(1,2,*), Adriana Morana(2), Lucien Pouget(1), Marina Arnaud(1), Sylvain Girard(2), Jacques Decroix(1), Emmanuel Marin(2);(1) IRT Saint Exupery, CS34436, 3 rue Tarfaya, 31400, Toulouse (2) Laboratoire Hubert Curien, Université Jean Monnet, 42000 Saint-Etienne, France (*) Presenting author: james.hainsworth@univ-st-etienne.fr;;;;non;;;;;;;;;989;0;Réalisé;1
873;M014-10;10;M014;Communication;Devising of an integrated Hot Isostatic Pressing (HIP) heat treatment for additive manufactured nickel based ?/?’ alloys : relevant parameters and material characteristics;;;European Conference on Heat Treatment and Surface Engineering;05/06/2024;07/06/2024;TOULOUSE;France;https://echt2024.a3ts.org/ ;;;;;;;;;29/02/2024;16/02/2024;;Auger J-M. (1), Hugues J. (1), Prillieux A. (1), Perusin S. (1), Ravaioli M. (1);(1) Institut de Recherche Technologique (IRT) Saint Exupéry, 3 rue Tarfaya, 31400 Toulouse, France;;;;;;;;;;;;;1251;1;Réalisé;1
877;A047-1;1;A047;Article journal;Impact of additives on the quality of oxide/oxide tow-pregs obtained by continuous fibre impregnation;;;;;;;;;Composites Part A: Applied Science and Manufacturing;01/09/2024;184;108238;2024;https://doi.org/10.1016/j.compositesa.2024.108238;;;;;;Zoé Borius (a) , Antoine Débarre (a) , Marc Singlard (b) , Thierry Cutard (c) , Aurélie Julian-Jankowiak (a);(a) ONERA (b) IRT SE (c) ICA;;;;;;;;;;;;;623;0;Réalisé;1
878;V126-1;1;V126;Poster;Supporting Model-Based Reviews in a Concurrent Environment for Non-Expert Modellers;;;MBSE2024;28/05/2024;29/05/2024;Breme;Allemagne;https://mbse2024.welcome-manager.de/;;;;;;;;12/02/2024;12/03/2024;;;Paloma Maestro Redondo, Antoine Théate, Alex Vorobiev, Peter Dubock, David Brandao, Cyril Hatchi, Jean-Marie Gauthier, Emiel den Exter, and Gwendolyn Kolfschoten;RHEA B.V, RHEA System, RHEA System, RHEA B.V, ESA, HDGroup, IRT Saint Exupéry, ATG Europe, RHEA B.V;;;;non;;;;;;;;;289;0;Réalisé;1
879;S006-4;4;S006;Communication;Coupling Optimization using Design Structure Matrices and Genetic Algorithm;;;ERTS;11/06/2024;12/06/2024;Toulouse;France;https://erts2024.org/;;;;;;;;24/11/2023;07/02/2024;;;Sébastien Dubé, Mirna Ojeda, Jean-Marie Gauthier;Samares-Engineering, Samares-Engineering, IRT Saint Exupéry;;;;non;;;;;;;;;289;0;Réalisé;1
882;S018-4;4;S018;Communication;GO2S_2024_LYON_APISS;;;GO2S (Guided Optics & Sensor Systems conference );03/06/2024;04/06/2024;Lyon - Hotel de la Région;France;https://go2s2024.sciencesconf.org;;;;;;;;26/04/2024;15/05/2024;26/04/2024;;Lucien Pouget et Marina Arnaud;IRT Saint Exupéry;;;;non;;;;;;;;;989;0;Réalisé;1
883;M015-13;13;M015;Communication;Procédés de traitement de surface par voie sèche sur composites carbone-époxy avant collage;;;Journées de l'adhésion 2024;16/10/2024;18/10/2024;Obernai;France;https://www.jadh-sfa.fr/;;;;;;;;20/05/2024;04/06/2024;;;F. Crestey1, S. Kirchner1, J. Lecomte1, L. Ferres1, A. Fernandez2, T. Balutch3, C. Debras1,4, M. Péron1,5, N. Cuvillier1,6 ;1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France. 2Airbus, P.º John Lennon, 28906 Getafe, Madrid, Spain 3Naval Group, , Technocampus Ocean, 5 rue de l’Halbrane, 44340 Bouguenais, France 4 Thales Alenia Space, 5 Allée des Gabians, ;;;;;;;;;;;;;381;1;Réalisé;1
884;M015-14;14;M015;Communication;Amélioration de l’adhésion pour les assemblages multi-matériaux via le dépôt de précurseur par procédé plasma à pression atmosphérique;;;Journées de l'adhésion 2024;16/10/2024;18/10/2024;Obernai;France;https://www.jadh-sfa.fr/;;;;;;;;20/05/2024;04/06/2024;;;C. Faure1, S. Kirchner1, J. Lecomte1, L. Ferres1, C. Debras1,2, M. Péron1,3, N. Cuvillier1,4, T. Balutch5;1 IRT Saint Exupéry, Esplanade des Arts et Métiers, 33405 Talence, France.  2 Thales Alenia Space, 5 Allée des Gabians, 06156 Cannes La Bocca, France. 3ArianeGroup, Les cinq chemins Rue du Touban, 33185 Le Haillan, France.  4 Safran Composites, 33 Avenue ;;;;;;;;;;;;;381;1;Réalisé;1
885;E077-1;1;E077;Article journal;Test Methodology for Short-Circuit Assessment Applied to Power SiC MOSFETs;;;;;;;;;Microelectronics Reliability;;;;;;;;;;;J. Oliveira, JM. Reynes, H. Morel, P. Frey, O. Perrotin, M. Pitona, F. Coccetti;;;;;;;;;;;;;;1296;0;Réalisé;1
886;V053-4;4;V053;Communication;Ensuring the Reliability of AI Systems through Methodological Processes;;;QRS 2024;01/07/2024;05/07/2024;Cambridge;UK;https://qrs24.techconf.org/;;;;;;;;;;;;Afef Awadid, Xavier Le Roux, Boris Robert, Morayo Adedjouma, Eric Jenn;IRT SystemX, Thales, IRT Saint-Ex, CEA, IRT Saint-EX;;;;non;;;;;;;;;84;0;Réalisé;1
